rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance to subway in (m),Time to walk to subway,Distance to subway in seconds,target_location,Distance to subway in (km),Duration to subway in mins
1,12000.0,63.0,Голосіївський,"Наддніпрянське шосе, 1-А",,3,Vydubychi,"50.401822, 30.56048799999999",1924.0,24 mins,1410.0,"50.39183807,30.55809212",1.9,24.0
1,10000.0,84.0,Голосіївський,"Михайла Максимовича, 7А",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1505.0,19 mins,1163.0,"50.38463211,30.45853996",1.5,19.0
1,10000.0,80.0,Деснянський,"Оноре Бальзака, 63",,1,,,,,,"50.52025223,30.6064682",,0.0
2,8000.0,96.0,Дніпровський,"Миропільська вул., 21",,1,Chernihivska,"50.459892, 30.63029200000001",1138.0,14 mins,854.0,"50.46778488,30.62333679",1.1,14.0
3,15000.0,141.0,Печерський,"Лесі Українки бульв., 9в",,3,Klovska,"50.4369687, 30.531807",685.0,9 mins,511.0,"50.43371582,30.53400421",0.7,9.0
2,6000.0,86.5,Святошинський,"Зодчих вул., 26",,2,Zhytomyrska,"50.45624509999999, 30.3654504",5280.0,1 hour 5 mins,3882.0,"50.41758728,30.37711716",5.3,65.0
2,6500.0,102.0,Деснянський,"Драйзера Теодора вул., 40",,1,,,,,,"50.51471329,30.59343338",,0.0
2,17000.0,123.0,Шевченківський,"Дегтярівська вул., 25А",,3,Shuliavska,"50.45422809999999, 30.44862209999999",2239.0,28 mins,1671.0,"50.4601326,30.4527607",2.2,28.0
4,84962.0,289.0,Шевченківський,"Тургенєвська вул., 44",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1490.0,19 mins,1150.0,"50.45217514,30.49246216",1.5,19.0
3,18000.0,200.0,Подільський,"Воздвиженська вул., 16",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",1147.0,15 mins,873.0,"50.4611702,30.5095768",1.1,15.0
3,38787.0,305.0,Печерський,"Богомольця академіка вул., 7/14",,3,Klovska,"50.4369687, 30.531807",2710.0,33 mins,2009.0,"50.44124985,30.53311157",2.7,33.0
1,18000.0,79.0,Солом'янський,"Богданівська вул., 7Д",,2,Vokzalna,"50.44133530000001, 30.489963",1303.0,16 mins,934.0,"50.4349823,30.47681236",1.3,16.0
1,4000.0,49.0,Оболонський,"Дніпроводська вул., 1",,2,,,,,,"50.56710434,30.4617424",,0.0
4,19000.0,250.0,Печерський,"Банкова вул., 3",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",751.0,9 mins,549.0,"50.44605255,30.53000069",0.8,9.0
2,5000.0,101.0,Подільський,"Гонгадзе Георгiя просп. (Радянської України), 20",,3,Syrets,"50.47676180000001, 30.4327791",5686.0,1 hour 10 mins,4202.0,"50.51218033,30.41232872",5.7,70.0
1,6500.0,61.0,Деснянський,"Будищанська вул., 6",,1,,,,,,"50.52950668,30.60420418",,0.0
2,7500.0,94.0,Святошинський,"Пушиної Феодори вул., 49",,2,Zhytomyrska,"50.45624509999999, 30.3654504",1317.0,18 mins,1078.0,"50.45612717,30.35161781",1.3,18.0
2,20000.0,110.0,Шевченківський,"Десятинна вул., 7",Поштова площа,3,Poshtova ploshcha,"50.45926900000001, 30.524412",801.0,13 mins,786.0,"50.45685959,30.52004433",0.8,13.0
1,15000.0,87.0,Голосіївський,"Лебедєва академіка вул., 1",,3,Teremky,"50.3671113, 30.4541397",3805.0,47 mins,2827.0,"50.34885025,30.48882675",3.8,47.0
2,19000.0,126.0,Шевченківський,"Нагірна вул., 18",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1814.0,23 mins,1370.0,"50.47318268,30.48235893",1.8,23.0
2,8000.0,93.0,Подільський,"Гонгадзе Георгiя просп. (Радянської України), 20д",,3,Syrets,"50.47676180000001, 30.4327791",5686.0,1 hour 10 mins,4202.0,"50.51218033,30.41232872",5.7,70.0
1,16000.0,70.0,Дарницький,"Осокорська, 2А",,1,Slavutych,"50.3942606, 30.6048644",1486.0,19 mins,1115.0,"50.39749146,30.59981918",1.5,19.0
2,7400.0,97.0,Дарницький,"Харківське шосе, 148",,1,Kharkivska,"50.40067610000001, 30.6520895",2692.0,33 mins,1985.0,"50.41902161,30.65225601",2.7,33.0
2,8000.0,90.0,Святошинський,"Булаховського академіка вул., 32",,2,Akademmistechko,"50.4649376, 30.3550961",1660.0,21 mins,1237.0,"50.46968079,30.33555412",1.7,21.0
2,5000.0,95.0,Деснянський,"Радунська вул., 28",,1,,,,,,"50.52583313,30.60302353",,0.0
1,6000.0,60.0,Дарницький,"Бажана Миколи просп., 8",,1,Vyrlytsia,"50.4029499, 30.666911",414.0,5 mins,318.0,"50.40282059,30.66236687",0.4,5.0
2,48022.0,130.0,Печерський,"Велика Васильківська вул. (Червоноармійська), 27",Площа Льва Толстого,3,Ploshcha Lva Tolstogo,"50.4401898, 30.5183801",1081.0,13 mins,803.0,"50.43849182,30.51645851",1.1,13.0
2,36940.0,160.0,Подільський,"Червонопільська, 2Г",,3,Minska,"50.51224200000001, 30.498551",4965.0,1 hour 2 mins,3722.0,"50.51082611,30.4450264",5.0,62.0
3,17000.0,215.0,Голосіївський,"Самійла Кішки вул. (Конєва), 12А",,3,Ipodrom,"50.37657470000001, 30.4688445",1432.0,18 mins,1107.0,"50.38317871,30.45614433",1.4,18.0
3,9500.0,127.0,Дніпровський,"Малишка Андрія вул., 21а",,1,Chernihivska,"50.459892, 30.63029200000001",795.0,11 mins,647.0,"50.46146774,30.62231255",0.8,11.0
2,8500.0,112.0,Дарницький,"Вишняківська вул., 5б",,1,Kharkivska,"50.40067610000001, 30.6520895",1061.0,14 mins,850.0,"50.39298248,30.64965248",1.1,14.0
2,16000.0,100.0,Шевченківський,"Січових Стрільців вул. (Артема), 30А",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1261.0,15 mins,913.0,"50.45648956,30.49755478",1.3,15.0
1,9000.0,62.0,Дарницький,"Ващенка Григорія вул., 7",,1,Osokorky,"50.395248, 30.616231",1359.0,17 mins,1036.0,"50.38631821,30.62429047",1.4,17.0
1,12000.0,50.0,Шевченківський,"Ясногірська вул., 16г",,3,Syrets,"50.47676180000001, 30.4327791",843.0,10 mins,596.0,"50.48094177,30.43865967",0.8,10.0
2,8000.0,87.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 42/13",,1,,,,,,"50.51543045,30.61858559",,0.0
4,12000.0,164.0,Дарницький,"Руденко Лариси вул., 3Б",,1,Kharkivska,"50.40067610000001, 30.6520895",1058.0,14 mins,824.0,"50.39770126,30.64436913",1.1,14.0
2,12000.0,84.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 11 ",Оболонь,2,Obolon,"50.5015363, 30.4982311",1232.0,15 mins,924.0,"50.50042343,30.51383591",1.2,15.0
5,68339.0,465.0,Шевченківський,"Павлівська вул., 26",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1344.0,17 mins,1038.0,"50.45213318,30.48591042",1.3,17.0
2,10000.0,94.0,Солом'янський,"Липківского Василя вул. (Урицького), 32",,2,Vokzalna,"50.44133530000001, 30.489963",1685.0,20 mins,1183.0,"50.43304825,30.47875023",1.7,20.0
2,8000.0,96.0,Святошинський,"Тернопільська вул., 17",,2,Sviatoshyn,"50.4577675, 30.39065719999999",813.0,10 mins,615.0,"50.45998001,30.3837719",0.8,10.0
3,44328.0,209.0,Печерський,"Левандовська вул. (Аніщенка), 5",,3,Arsenalna,"50.4430624, 30.54715739999999",449.0,6 mins,332.0,"50.4417305,30.54577637",0.4,6.0
2,7000.0,86.0,Деснянський,"Кубанської України вул. (Жукова маршала), 53",,1,Lisova,"50.4646598, 30.64556570000001",3353.0,42 mins,2506.0,"50.48728561,30.63022614",3.4,42.0
6,92350.0,363.0,Шевченківський,"Ярославів Вал вул., 14Г",,3,Zoloti vorota,"50.445809, 30.515155",764.0,8 mins,500.0,"50.4504509,30.512043",0.8,8.0
5,81268.0,390.0,Шевченківський,"Дмитрівська вул., 56Б",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1283.0,16 mins,987.0,"50.45186996,30.4895134",1.3,16.0
3,36940.0,228.0,Шевченківський,"Дмитрівська вул., 13",,3,Vokzalna,"50.44133530000001, 30.489963",1288.0,17 mins,1008.0,"50.44961929,30.49120331",1.3,17.0
1,10000.0,92.0,Святошинський,"Зодчих вул., 30",,2,,,,,,"nan,nan",,0.0
1,8000.0,58.0,Солом'янський,"Польовий пров., 5",,2,Shuliavska,"50.45422809999999, 30.44862209999999",554.0,7 mins,434.0,"50.4534111,30.44332695",0.6,7.0
2,5000.0,81.0,Подільський,"Петропавлівська вул., 48",,3,Dorohozhychi,"50.4735721, 30.4487602",1761.0,24 mins,1430.0,"50.48371887,30.45946312",1.8,24.0
1,7500.0,68.0,Святошинський,"Зодчих вул., 30/6",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4907.0,1 hour 0 mins,3595.0,"50.41981888,30.37391663",4.9,60.0
2,29552.0,128.0,Шевченківський,"Пушкінська вул., 9",,3,Zoloti vorota,"50.445809, 30.515155",364.0,5 mins,285.0,"50.44639969,30.51899719",0.4,5.0
3,88656.0,245.0,Шевченківський,"Георгіївський пров., 5",,3,Zoloti vorota,"50.445809, 30.515155",868.0,10 mins,584.0,"50.45158005,30.51326942",0.9,10.0
1,8500.0,63.0,Оболонський,"Героїв Дніпра вул., 32а",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",504.0,6 mins,359.0,"50.5206337,30.50233078",0.5,6.0
2,9000.0,99.0,Оболонський,"Панча Петра вул., 11-Б",,2,Minska,"50.51224200000001, 30.498551",2774.0,35 mins,2106.0,"50.51619339,30.46697807",2.8,35.0
3,8000.0,104.0,Дніпровський,"Верховної Ради бульв., 18",,1,Darnytsia,"50.455958, 30.61296999999999",2167.0,27 mins,1645.0,"50.44882202,30.6217556",2.2,27.0
1,10000.0,80.0,Дарницький,"Ревуцького вул., 54А",,1,Kharkivska,"50.40067610000001, 30.6520895",978.0,13 mins,754.0,"50.39192581,30.65334129",1.0,13.0
2,26000.0,128.0,Солом'янський,"Проспект Перемоги, 55А",,2,Beresteiska,"50.4593178, 30.4186364",306.0,4 mins,250.0,"50.45775223,30.42167854",0.3,4.0
2,15000.0,90.0,Дніпровський,"Регенераторна вул., 4к16",,1,Darnytsia,"50.455958, 30.61296999999999",3758.0,47 mins,2832.0,"50.4360199,30.62345695",3.8,47.0
2,8500.0,92.0,Дніпровський,"Інженера Бородіна вул. (Лазо Сергія), 5а",,1,Lisova,"50.4646598, 30.64556570000001",5374.0,1 hour 5 mins,3915.0,"50.448349,30.67023659",5.4,65.0
1,5300.0,41.0,Деснянський,"Проспект Лісовий, 19",,1,Lisova,"50.4646598, 30.64556570000001",2081.0,26 mins,1568.0,"50.47426605,30.63759613",2.1,26.0
1,10000.0,59.1,Голосіївський,"Метрологічна вул., 58А",,3,Teremky,"50.3671113, 30.4541397",3511.0,44 mins,2617.0,"50.34487915,30.47620964",3.5,44.0
1,6499.0,60.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 4Г",,1,,,,,,"50.50002289,30.59403419",,0.0
1,9000.0,64.0,Печерський,"Лаврська вул., 4Б",,3,Arsenalna,"50.4430624, 30.54715739999999",734.0,9 mins,554.0,"50.43796158,30.54999542",0.7,9.0
2,7000.0,89.0,Дніпровський,"Верховної Ради бульв., 27а",,1,Chernihivska,"50.459892, 30.63029200000001",1346.0,16 mins,977.0,"50.45163345,30.62641525",1.3,16.0
1,9000.0,56.0,Шевченківський,"Данила Щербаківського вул. (Щербакова), 68",,3,Syrets,"50.47676180000001, 30.4327791",2313.0,28 mins,1654.0,"50.47813034,30.4062233",2.3,28.0
3,33246.0,190.0,Шевченківський,"Алли Горської пров. (Бєлінського Чеслава), 5",,3,Universytet,"50.4432683, 30.5046312",1004.0,14 mins,850.0,"50.44762039,30.49819183",1.0,14.0
2,48022.0,138.0,Голосіївський,"Тарасівська вул., 16",Площа Льва Толстого,3,Universytet,"50.4432683, 30.5046312",981.0,13 mins,805.0,"50.43767548,30.50676537",1.0,13.0
2,30000.0,140.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 73а",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",962.0,12 mins,708.0,"50.38673782,30.47011375",1.0,12.0
1,7900.0,69.0,Солом'янський,"Богданівська вул., 20",,2,Vokzalna,"50.44133530000001, 30.489963",1380.0,16 mins,983.0,"50.43553925,30.47537613",1.4,16.0
1,20000.0,73.0,Подільський,"Кирилівська вул. (Фрунзе), 37",Тараса Шевченка,3,Tarasa Shevchenka,"50.4740062, 30.5038192",590.0,7 mins,440.0,"50.47055054,30.5009594",0.6,7.0
1,33300.0,87.0,Печерський,"Драгомирова вул., 17в",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1798.0,25 mins,1509.0,"50.40750885,30.54467583",1.8,25.0
3,40000.0,171.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 7б",,3,Zoloti vorota,"50.445809, 30.515155",1617.0,19 mins,1165.0,"50.4529953,30.50509453",1.6,19.0
1,10500.0,38.0,Шевченківський,"Дегтярівська вул., 11в",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1180.0,14 mins,827.0,"50.46179962,30.46709633",1.2,14.0
4,28000.0,211.0,Голосіївський,"вул. Тарасівська, 3",Площа Льва Толстого,3,Universytet,"50.4432683, 30.5046312",689.0,9 mins,531.0,"50.44011307,30.50844574",0.7,9.0
3,18500.0,188.0,Святошинський,"Берестейський просп. (Перемоги), 121а",,2,Zhytomyrska,"50.45624509999999, 30.3654504",536.0,7 mins,408.0,"50.45443726,30.3606205",0.5,7.0
2,8000.0,97.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 4",Оболонь,2,Obolon,"50.5015363, 30.4982311",665.0,9 mins,511.0,"50.50259399,30.49062729",0.7,9.0
2,17000.0,113.0,Солом'янський,"Гетьмана Вадима вул., 1в",,2,Shuliavska,"50.45422809999999, 30.44862209999999",640.0,8 mins,505.0,"50.45277023,30.44711876",0.6,8.0
2,7500.0,83.0,Святошинський,"Ірпінська вул., 74",,2,Akademmistechko,"50.4649376, 30.3550961",850.0,11 mins,647.0,"50.46140289,30.34844398",0.8,11.0
2,12500.0,95.0,Дарницький,"Григоренка Петра просп., 19",,1,Pozniaky,"50.3978642, 30.6347451",1457.0,18 mins,1105.0,"50.40749741,30.63157654",1.5,18.0
2,14000.0,98.0,Дарницький,"Драгоманова вул., 23а",,1,Pozniaky,"50.3978642, 30.6347451",1058.0,13 mins,796.0,"50.40450668,30.63933754",1.1,13.0
1,15000.0,84.0,Солом'янський,"Освіти вул., 3а",,2,Vokzalna,"50.44133530000001, 30.489963",3074.0,37 mins,2192.0,"50.42520523,30.46697617",3.1,37.0
1,12000.0,54.0,Солом'янський,"Любомира Гузара просп. (Комарова), 9б",,2,Nyvky,"50.4586495, 30.40437299999999",4696.0,58 mins,3503.0,"50.43356705,30.40408707",4.7,58.0
2,10000.0,81.0,Солом'янський,"Донця Михайла вул., 27",,2,Shuliavska,"50.45422809999999, 30.44862209999999",5139.0,1 hour 5 mins,3884.0,"50.42337036,30.42276955",5.1,65.0
2,16000.0,90.0,Дарницький,"Ревуцького вул., 40Б",,1,Kharkivska,"50.40067610000001, 30.6520895",822.0,11 mins,638.0,"50.3937912,30.65306854",0.8,11.0
3,40634.0,178.0,Шевченківський,"Салютна вул., 1б",,3,Nyvky,"50.4586495, 30.40437299999999",2109.0,26 mins,1535.0,"50.47311783,30.40153885",2.1,26.0
3,20000.0,201.0,Шевченківський,"Підгірна вул., 7",,3,Lukianivska,"50.46114710000001, 30.48363239999999",840.0,11 mins,652.0,"50.46510315,30.48729134",0.8,11.0
2,18000.0,42.0,Голосіївський,"Теремківська вул., 4",Теремки,3,Teremky,"50.3671113, 30.4541397",2289.0,29 mins,1733.0,"50.37112427,30.44849396",2.3,29.0
2,11000.0,78.0,Шевченківський,"Ігоря Турчина вул. (Блюхера Василя), 17",,3,Nyvky,"50.4586495, 30.40437299999999",3094.0,38 mins,2273.0,"50.48033142,30.39684677",3.1,38.0
3,8000.0,118.0,Деснянський,"Радунська вул., 14А",,1,,,,,,"50.52056885,30.59957504",,0.0
1,12000.0,120.0,Печерський,"Лєскова вул., 1",,3,Pecherska,"50.4272737, 30.539398",623.0,8 mins,464.0,"50.43144989,30.54108238",0.6,8.0
2,29552.0,170.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 31/1",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",648.0,7 mins,442.0,"50.42507172,30.52311707",0.6,7.0
2,11000.0,111.0,Дніпровський,"Шумського Юрія вул., 3-Г",,1,Hidropark,"50.445978, 30.576884",4930.0,1 hour 1 min,3665.0,"50.42417145,30.60391808",4.9,61.0
1,8000.0,65.0,Дарницький,"Горлівська вул., 38/40",,1,Kharkivska,"50.40067610000001, 30.6520895",2605.0,32 mins,1921.0,"50.42160797,30.64643478",2.6,32.0
3,36940.0,212.0,Шевченківський,"Володимирська вул., 49",,3,Zoloti vorota,"50.445809, 30.515155",317.0,3 mins,204.0,"50.44760132,30.51430321",0.3,3.0
4,81268.0,405.0,Голосіївський,"Льва Толстого вул., 39",,3,Universytet,"50.4432683, 30.5046312",522.0,7 mins,449.0,"50.44116592,30.50141907",0.5,7.0
2,20000.0,151.0,Дарницький,"Драгоманова вул., 40ж",,1,Pozniaky,"50.3978642, 30.6347451",1271.0,16 mins,967.0,"50.40653229,30.6385746",1.3,16.0
2,103432.0,150.0,Печерський,"Федорова Івана вул., 2 а",Олімпійська,3,Olimpiiska,"50.4312893, 30.5168687",900.0,10 mins,616.0,"50.42884827,30.51995659",0.9,10.0
2,18500.0,86.0,Дарницький,"Дніпровська набережна, 16Д",,1,Slavutych,"50.3942606, 30.6048644",4404.0,55 mins,3304.0,"50.41802216,30.5969944",4.4,55.0
3,20000.0,164.0,Дарницький,"С.Русової, 1",,1,Osokorky,"50.395248, 30.616231",1243.0,15 mins,915.0,"50.40275574,30.62301636",1.2,15.0
3,28000.0,160.0,Шевченківський,"Обсерваторна вул., 13",,3,Universytet,"50.4432683, 30.5046312",1620.0,22 mins,1296.0,"50.4544487,30.50130081",1.6,22.0
4,110820.0,308.0,Шевченківський,"Шевченка Тараса бульв., 27 б",,3,Universytet,"50.4432683, 30.5046312",1022.0,14 mins,824.0,"50.44519806,30.49727821",1.0,14.0
1,12000.0,74.0,Дніпровський,"Палладина, 22",,1,Livoberezhna,"50.451864, 30.59815699999999",5180.0,1 hour 5 mins,3883.0,"50.48796082,30.58054924",5.2,65.0
2,8000.0,114.0,Дніпровський,"Райдужна вул., 10",,1,Darnytsia,"50.455958, 30.61296999999999",5294.0,1 hour 5 mins,3895.0,"50.49156952,30.58246613",5.3,65.0
4,44328.0,384.0,Печерський,"Старонаводницька вул., 13 А",,3,,,,,,"nan,nan",,0.0
2,81268.0,242.0,Печерський,"Болсуновський пров. (Мічуріна), 54",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1661.0,22 mins,1347.0,"50.42175674,30.56247902",1.7,22.0
1,7500.0,47.0,Дніпровський,"Лобачевського вул., 7",,1,Chernihivska,"50.459892, 30.63029200000001",3312.0,41 mins,2477.0,"50.43495941,30.63874817",3.3,41.0
3,14000.0,154.0,Шевченківський,"Татарська вул., 38",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1223.0,15 mins,928.0,"50.46909332,30.48658752",1.2,15.0
1,7500.0,68.0,Подільський,"Вітряні Гори вул., 17",,3,,,,,,"nan,nan",,0.0
1,25858.0,100.0,Солом'янський,"Липківского Василя вул. (Урицького), 49А",,2,Vokzalna,"50.44133530000001, 30.489963",945.0,12 mins,696.0,"50.43547821,30.48765755",0.9,12.0
3,36940.0,111.0,Шевченківський,"Хмельницького Богдана вул., 9",,3,Teatralna,"50.444793, 30.51552400000001",148.0,2 mins,127.0,"50.44504166,30.51651192",0.1,2.0
4,35000.0,220.0,Шевченківський,"Герцена вул., 17/25",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1723.0,21 mins,1236.0,"50.46994019,30.4708004",1.7,21.0
4,73880.0,462.0,Шевченківський,"Ярославів Вал вул., 14В",,3,Zoloti vorota,"50.445809, 30.515155",751.0,8 mins,490.0,"50.45038605,30.51165581",0.8,8.0
4,147760.0,415.0,Шевченківський,"Михайлівський пров., 12",,3,Khreshchatyk,"50.4473449, 30.5227597",929.0,11 mins,669.0,"50.45281982,30.51869774",0.9,11.0
5,88656.0,323.0,Шевченківський,"Гончара Олеся вул., 32а",,3,Universytet,"50.4432683, 30.5046312",1335.0,18 mins,1079.0,"50.4512558,30.50583076",1.3,18.0
3,10000.0,108.0,Шевченківський,"Салютна вул., 27а",,3,Syrets,"50.47676180000001, 30.4327791",1837.0,22 mins,1302.0,"50.47385788,30.4130249",1.8,22.0
4,110820.0,315.2,Шевченківський,"Пирогова вул., 2/37б",,3,Universytet,"50.4432683, 30.5046312",478.0,7 mins,421.0,"50.44632339,30.50631905",0.5,7.0
2,7000.0,84.0,Дніпровський,"Гашека Ярослава бульв., 16",,1,Darnytsia,"50.455958, 30.61296999999999",3665.0,47 mins,2791.0,"50.43767929,30.63159752",3.7,47.0
2,7500.0,82.0,Шевченківський,"Ігоря Турчина вул. (Блюхера Василя), 10",,3,Syrets,"50.47676180000001, 30.4327791",2644.0,32 mins,1907.0,"50.48220825,30.40026093",2.6,32.0
2,20317.0,81.3,Печерський,"Євгена Коновальця вул. (Щорса), 15 к4",Олімпійська,3,Palats Ukraina,"50.4214131, 30.5207637",676.0,8 mins,462.0,"50.42513657,30.52360344",0.7,8.0
1,10000.0,51.0,Солом'янський,"Неходи Івана вул., 2",,2,Vokzalna,"50.44133530000001, 30.489963",1928.0,23 mins,1378.0,"50.42943954,30.4937191",1.9,23.0
3,15000.0,159.0,Оболонський,"просп. Героев Сталинграда, 10а",Оболонь,2,Obolon,"50.5015363, 30.4982311",1498.0,19 mins,1121.0,"50.49991226,30.51663017",1.5,19.0
1,20000.0,132.0,Голосіївський,"Льва Толстого вул., 29",,3,Universytet,"50.4432683, 30.5046312",477.0,7 mins,417.0,"50.44116974,30.50290298",0.5,7.0
3,8000.0,133.0,Дніпровський,"Малишка Андрія вул., 9",,1,Darnytsia,"50.455958, 30.61296999999999",1329.0,16 mins,984.0,"50.45890045,30.6166172",1.3,16.0
4,30000.0,328.0,Шевченківський,"Гонти Івана вул., 7",,3,Dorohozhychi,"50.4735721, 30.4487602",1291.0,16 mins,966.0,"50.46483612,30.44254112",1.3,16.0
1,6000.0,68.0,Деснянський,"Драйзера Теодора вул., 28",,1,,,,,,"50.50927734,30.59916496",,0.0
3,40634.0,235.0,Шевченківський,"Дмитрівська вул., 45",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1095.0,14 mins,836.0,"50.45325851,30.48818016",1.1,14.0
3,29552.0,152.0,Солом'янський,"Василя Липківського, 16а",,2,Vokzalna,"50.44133530000001, 30.489963",893.0,11 mins,663.0,"50.43593216,30.48791122",0.9,11.0
5,92350.0,337.0,Шевченківський,"Михайлівська вул., 16",Майдан Незалежності,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",853.0,12 mins,691.0,"50.45323181,30.52219391",0.9,12.0
2,14000.0,122.0,Солом'янський,"Степана Васильченко, 3",,2,Beresteiska,"50.4593178, 30.4186364",2828.0,36 mins,2173.0,"50.43918228,30.4163456",2.8,36.0
2,8000.0,95.0,Деснянський,"Бальзака Оноре вул., 77",,1,,,,,,"50.52636337,30.6081543",,0.0
3,8990.0,147.0,Дарницький,"Сімферопольська вул., 9/1",,1,Kharkivska,"50.40067610000001, 30.6520895",3247.0,40 mins,2391.0,"50.42621994,30.64749146",3.2,40.0
2,7000.0,135.0,Дарницький,"Урлівська вул., 14",,1,Pozniaky,"50.3978642, 30.6347451",1462.0,19 mins,1142.0,"50.40493393,30.62263298",1.5,19.0
3,12000.0,116.3,Оболонський,"Йорданська вул. (Гавро Лайоша), 17",Оболонь,2,Obolon,"50.5015363, 30.4982311",673.0,8 mins,509.0,"50.49881363,30.50346756",0.7,8.0
2,17000.0,88.0,Дарницький,"Дніпровська набережна, 16Г",,1,Slavutych,"50.3942606, 30.6048644",4406.0,55 mins,3306.0,"50.41780472,30.59716606",4.4,55.0
2,8500.0,93.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 40",,1,,,,,,"50.51547241,30.61759567",,0.0
2,18000.0,130.0,Святошинський,"Петрицького Анатолія вул., 15а",,2,Sviatoshyn,"50.4577675, 30.39065719999999",1908.0,24 mins,1466.0,"50.4471283,30.38235474",1.9,24.0
3,11000.0,121.0,Дніпровський,"Харківське шосе, 2",,1,Darnytsia,"50.455958, 30.61296999999999",3109.0,40 mins,2397.0,"50.44127274,30.62521362",3.1,40.0
4,44328.0,297.0,Печерський,"Ділова вул., 2-Б",,3,Olimpiiska,"50.4312893, 30.5168687",950.0,11 mins,645.0,"50.43009186,30.52196884",1.0,11.0
3,9000.0,130.0,Дарницький,"Олійника Степана вул., 15",,1,Kharkivska,"50.40067610000001, 30.6520895",1319.0,16 mins,981.0,"50.40856934,30.6428833",1.3,16.0
3,9600.0,169.0,Дарницький,"Вишняківська вул., 7 б",,1,Kharkivska,"50.40067610000001, 30.6520895",1140.0,16 mins,946.0,"50.39328384,30.6474514",1.1,16.0
2,6500.0,83.0,Дніпровський,"Празька вул., 25",,1,Chernihivska,"50.459892, 30.63029200000001",2798.0,35 mins,2093.0,"50.4383316,30.64136887",2.8,35.0
2,7000.0,83.0,Шевченківський,"Вавілових вул., 16/12",,3,Syrets,"50.47676180000001, 30.4327791",519.0,6 mins,355.0,"50.47738266,30.43845749",0.5,6.0
2,10000.0,119.0,Дарницький,"Ревуцького вул., 42Б",,1,Kharkivska,"50.40067610000001, 30.6520895",385.0,5 mins,314.0,"50.397995,30.65107918",0.4,5.0
2,19000.0,77.0,Дарницький,"Дніпровська наб., 16д",,1,Osokorky,"50.395248, 30.616231",949.0,12 mins,718.0,"50.3999176,30.61253166",0.9,12.0
3,2500.0,92.8,Деснянський,"Лісківська вул., 9/22",,1,,,,,,"50.52347946,30.60184479",,0.0
1,7000.0,63.0,Голосіївський,"Метрологічна вул., 14/3",,3,Teremky,"50.3671113, 30.4541397",2868.0,36 mins,2143.0,"50.35053635,30.47615814",2.9,36.0
1,5800.0,51.0,Дніпровський,"Навої Алішера просп., 59",,1,Darnytsia,"50.455958, 30.61296999999999",2624.0,32 mins,1943.0,"50.47092819,30.6009407",2.6,32.0
1,8000.0,55.0,Солом'янський,"Липківского Василя вул. (Урицького), 13",,2,Vokzalna,"50.44133530000001, 30.489963",1240.0,15 mins,898.0,"50.43340683,30.48611259",1.2,15.0
2,10500.0,92.0,Святошинський,"Бударіна, 3г",,2,,,,,,"50.44353104,30.28130913",,0.0
1,6200.0,56.0,Дніпровський,"Воскресенський бульв. (Перова), 10",,1,Darnytsia,"50.455958, 30.61296999999999",2427.0,30 mins,1817.0,"50.47011948,30.59911919",2.4,30.0
2,23000.0,86.0,Солом'янський,"Липківского Василя вул. (Урицького), 37",,2,Vokzalna,"50.44133530000001, 30.489963",1857.0,22 mins,1313.0,"50.43297958,30.47502708",1.9,22.0
1,10500.0,60.0,Солом'янський,"Сім'ї Ідзиковських вул., 17",,2,,,,,,"50.42471313,30.45340157",,0.0
2,17000.0,80.0,Шевченківський,"Білоруська вул., 1",,3,Lukianivska,"50.46114710000001, 30.48363239999999",369.0,5 mins,277.0,"50.46244049,30.47919464",0.4,5.0
